sortedNodeID,originalNodeID,NodeGrouping,Node ,AAc-6,regionName,regionLongName,regionIdLabel,LR,region,Lobe,cortex,regionID,Cortex_ID,x-cog,y-cog,z-cog,volmm,broad_region
123,1,18,L_V1_ROI,Visual,V1_L,Primary_Visual_Cortex_L,1_L,L,V1,Occ,Primary_Visual,1,1,100.491589,41.138901,71.63704,6717,Early_and_Intermediate_Visual_Cortex
124,181,18,R_V1_ROI,Visual,V1_R,Primary_Visual_Cortex_R,201_R,R,V1,Occ,Primary_Visual,201,1,78.060375,44.539286,74.333474,7089,Early_and_Intermediate_Visual_Cortex
125,7,22,L_V8_ROI,Visual,V8_L,Eighth_Visual_Area_L,7_L,L,V8,Occ,Ventral_Stream_Visual,7,4,123.013193,51.8927,56.759015,1137,Early_and_Intermediate_Visual_Cortex
126,18,22,L_FFC_ROI,Visual,FFC_L,Fusiform_Face_Complex_L,18_L,L,FFC,Temp,Ventral_Stream_Visual,18,4,133.940136,69.78536,52.618797,3224,Early_and_Intermediate_Visual_Cortex
127,22,22,L_PIT_ROI,Visual,PIT_L,Posterior_InferoTemporal_complex_L,22_L,L,PIT,Occ,Ventral_Stream_Visual,22,4,137.394161,48.92805,61.153285,959,Early_and_Intermediate_Visual_Cortex
128,153,22,L_VMV1_ROI,Visual,VMV1_L,VentroMedial_Visual_Area_1_L,153_L,L,VMV1,Occ,Ventral_Stream_Visual,153,4,110.244105,74.319001,64.307906,721,Early_and_Intermediate_Visual_Cortex
129,154,22,L_VMV3_ROI,Visual,VMV3_L,VentroMedial_Visual_Area_3_L,154_L,L,VMV3,Occ,Ventral_Stream_Visual,154,4,119.618762,64.508982,61.017964,501,Early_and_Intermediate_Visual_Cortex
130,160,22,L_VMV2_ROI,Visual,VMV2_L,VentroMedial_Visual_Area_2_L,160_L,L,VMV2,Occ,Ventral_Stream_Visual,160,4,119.360502,74.39185,66.366771,319,Early_and_Intermediate_Visual_Cortex
131,163,22,L_VVC_ROI,Visual,VVC_L,Ventral_Visual_Complex_L,163_L,L,VVC,Temp,Ventral_Stream_Visual,163,4,121.913003,74.920407,53.816752,2161,Early_and_Intermediate_Visual_Cortex
132,187,22,R_V8_ROI,Visual,V8_R,Eighth_Visual_Area_R,207_R,R,V8,Occ,Ventral_Stream_Visual,207,4,60.698264,51.949266,59.301736,749,Early_and_Intermediate_Visual_Cortex
133,198,22,R_FFC_ROI,Visual,FFC_R,Fusiform_Face_Complex_R,218_R,R,FFC,Temp,Ventral_Stream_Visual,218,4,49.72947,75.126159,51.324834,3020,Early_and_Intermediate_Visual_Cortex
134,202,22,R_PIT_ROI,Visual,PIT_R,Posterior_InferoTemporal_complex_R,222_R,R,PIT,Occ,Ventral_Stream_Visual,222,4,44.641614,49.954905,58.057753,1264,Early_and_Intermediate_Visual_Cortex
135,333,22,R_VMV1_ROI,Visual,VMV1_R,VentroMedial_Visual_Area_1_R,353_R,R,VMV1,Occ,Ventral_Stream_Visual,353,4,71.942782,73.198944,63.584507,1136,Early_and_Intermediate_Visual_Cortex
136,334,22,R_VMV3_ROI,Visual,VMV3_R,VentroMedial_Visual_Area_3_R,354_R,R,VMV3,Occ,Ventral_Stream_Visual,354,4,62.83642,64.92284,61.896605,648,Early_and_Intermediate_Visual_Cortex
137,340,22,R_VMV2_ROI,Visual,VMV2_R,VentroMedial_Visual_Area_2_R,360_R,R,VMV2,Occ,Ventral_Stream_Visual,360,4,62.482,72.616,65.532,500,Early_and_Intermediate_Visual_Cortex
138,343,22,R_VVC_ROI,Visual,VVC_R,Ventral_Visual_Complex_R,363_R,R,VVC,Temp,Ventral_Stream_Visual,363,4,61.276977,79.81999,52.749876,2011,Early_and_Intermediate_Visual_Cortex
139,57,1,L_p24pr_ROI,VentralSalience,p24pr_L,Area_Posterior_24_prime_L,57_L,L,p24pr,Fr,Anterior_Cingulate_and_Medial_Prefrontal,57,19,94.447546,124.308951,110.85948,1039,Other_Anterior_Cortex
140,58,1,L_33pr_ROI,CentralExecutive,33pr_L,Area_33_prime_L,58_L,L,33pr,Fr,Anterior_Cingulate_and_Medial_Prefrontal,58,19,94.083624,134.923345,100.006969,287,Other_Anterior_Cortex
141,59,1,L_a24pr_ROI,VentralSalience,a24pr_L,Anterior_24_prime_L,59_L,L,a24pr,Fr,Anterior_Cingulate_and_Medial_Prefrontal,59,19,95.249415,144.104215,101.338407,854,Other_Anterior_Cortex
142,60,1,L_p32pr_ROI,VentralSalience,p32pr_L,Area_p32_prime_L,60_L,L,p32pr,Fr,Anterior_Cingulate_and_Medial_Prefrontal,60,19,99.010823,140.837662,110.227273,924,Other_Anterior_Cortex
143,61,1,L_a24_ROI,DMN,a24_L,Area_a24_L,61_L,L,a24,Fr,Anterior_Cingulate_and_Medial_Prefrontal,61,19,96.046431,166.310464,66.976438,1443,Other_Anterior_Cortex
144,62,1,L_d32_ROI,CentralExecutive,d32_L,Area_dorsal_32_L,62_L,L,d32,Fr,Anterior_Cingulate_and_Medial_Prefrontal,62,19,98.638734,168.099317,96.929236,1611,Other_Anterior_Cortex
145,63,1,L_8BM_ROI,CentralExecutive,8BM_L,Area_8BM_L,63_L,L,8BM,Fr,Anterior_Cingulate_and_Medial_Prefrontal,63,19,95.909177,158.968616,116.162149,2103,Other_Anterior_Cortex
146,64,1,L_p32_ROI,DMN,p32_L,Area_p32_L,64_L,L,p32,Fr,Anterior_Cingulate_and_Medial_Prefrontal,64,19,101.628302,174.318868,67.658491,530,Other_Anterior_Cortex
147,65,1,L_10r_ROI,DMN,10r_L,Area_10r_L,65_L,L,10r,Fr,Anterior_Cingulate_and_Medial_Prefrontal,65,19,96.816092,176.014368,59.294061,1044,Other_Anterior_Cortex
148,69,1,L_9m_ROI,DMN,9m_L,Area_9_Middle_L,69_L,L,9m,Fr,Anterior_Cingulate_and_Medial_Prefrontal,69,19,97.019809,180.108831,93.67494,4190,Other_Anterior_Cortex
149,88,1,L_10v_ROI,DMN,10v_L,Area_10v_L,88_L,L,10v,Fr,Anterior_Cingulate_and_Medial_Prefrontal,88,19,95.085146,179.625174,52.61453,2161,Other_Anterior_Cortex
150,164,1,L_25_ROI,DMN,25_L,Area_25_L,164_L,L,25,Fr,Anterior_Cingulate_and_Medial_Prefrontal,164,19,95.291898,147.049945,57.497225,901,Other_Anterior_Cortex
151,165,1,L_s32_ROI,DMN,s32_L,Area_s32_L,165_L,L,s32,Fr,Anterior_Cingulate_and_Medial_Prefrontal,165,19,97.364516,159.174194,54.480645,310,Other_Anterior_Cortex
152,166,1,L_pOFC_ROI,CentralExecutive,pOFC_L,Posterior_OFC_Complex_L,166_L,L,pOFC,Fr,Anterior_Cingulate_and_Medial_Prefrontal,166,19,104.455746,137.165786,52.015852,1514,Other_Anterior_Cortex
153,179,1,L_a32pr_ROI,CentralExecutive,a32pr_L,Area_anterior_32_prime_L,179_L,L,a32pr,Fr,Anterior_Cingulate_and_Medial_Prefrontal,179,19,97.782313,155.883735,101.53927,1617,Other_Anterior_Cortex
154,180,1,L_p24_ROI,CentralExecutive,p24_L,Area_posterior_24_L,180_L,L,p24,Fr,Anterior_Cingulate_and_Medial_Prefrontal,180,19,95.442887,162.526279,84.888577,1427,Other_Anterior_Cortex
155,237,1,R_p24pr_ROI,VentralSalience,p24pr_R,Area_Posterior_24_prime_R,257_R,R,p24pr,Fr,Anterior_Cingulate_and_Medial_Prefrontal,257,19,85.71482,122.438623,112.543413,1336,Other_Anterior_Cortex
156,238,1,R_33pr_ROI,CentralExecutive,33pr_R,Area_33_prime_R,258_R,R,33pr,Fr,Anterior_Cingulate_and_Medial_Prefrontal,258,19,87.197935,136.562823,100.375215,581,Other_Anterior_Cortex
157,239,1,R_a24pr_ROI,VentralSalience,a24pr_R,Anterior_24_prime_R,259_R,R,a24pr,Fr,Anterior_Cingulate_and_Medial_Prefrontal,259,19,85.926439,145.473348,103.304904,938,Other_Anterior_Cortex
158,240,1,R_p32pr_ROI,VentralSalience,p32pr_R,Area_p32_prime_R,260_R,R,p32pr,Fr,Anterior_Cingulate_and_Medial_Prefrontal,260,19,82.475465,140.625212,112.576142,1182,Other_Anterior_Cortex
159,241,1,R_a24_ROI,DMN,a24_R,Area_a24_R,261_R,R,a24,Fr,Anterior_Cingulate_and_Medial_Prefrontal,261,19,85.878669,164.201566,70.600783,1533,Other_Anterior_Cortex
160,242,1,R_d32_ROI,CentralExecutive,d32_R,Area_dorsal_32_R,262_R,R,d32,Fr,Anterior_Cingulate_and_Medial_Prefrontal,262,19,83.510986,164.846197,98.791549,1775,Other_Anterior_Cortex
161,243,1,R_8BM_ROI,CentralExecutive,8BM_R,Area_8BM_R,263_R,R,8BM,Fr,Anterior_Cingulate_and_Medial_Prefrontal,263,19,85.561807,157.006339,117.958003,2524,Other_Anterior_Cortex
162,244,1,R_p32_ROI,DMN,p32_R,Area_p32_R,264_R,R,p32,Fr,Anterior_Cingulate_and_Medial_Prefrontal,264,19,82.359393,174.618436,69.042007,857,Other_Anterior_Cortex
163,245,1,R_10r_ROI,DMN,10r_R,Area_10r_R,265_R,R,10r,Fr,Anterior_Cingulate_and_Medial_Prefrontal,265,19,85.146262,172.751896,60.15493,923,Other_Anterior_Cortex
164,249,1,R_9m_ROI,DMN,9m_R,Area_9_Middle_R,269_R,R,9m,Fr,Anterior_Cingulate_and_Medial_Prefrontal,269,19,83.868691,181.249145,91.301967,4676,Other_Anterior_Cortex
165,268,1,R_10v_ROI,DMN,10v_R,Area_10v_R,288_R,R,10v,Fr,Anterior_Cingulate_and_Medial_Prefrontal,288,19,87.511155,176.704016,52.646009,2017,Other_Anterior_Cortex
166,344,1,R_25_ROI,DMN,25_R,Area_25_R,364_R,R,25,Fr,Anterior_Cingulate_and_Medial_Prefrontal,364,19,87.037037,143.861454,58.698217,729,Other_Anterior_Cortex
167,345,1,R_s32_ROI,DMN,s32_R,Area_s32_R,365_R,R,s32,Fr,Anterior_Cingulate_and_Medial_Prefrontal,365,19,86.948307,156.390374,55.54902,561,Other_Anterior_Cortex
168,346,1,R_pOFC_ROI,CentralExecutive,pOFC_R,posterior_OFC_Complex_R,366_R,R,pOFC,Fr,Anterior_Cingulate_and_Medial_Prefrontal,366,19,77.656757,138.762838,52.856757,1480,Other_Anterior_Cortex
169,359,1,R_a32pr_ROI,VentralSalience,a32pr_R,Area_anterior_32_prime_R,379_R,R,a32pr,Fr,Anterior_Cingulate_and_Medial_Prefrontal,379,19,81.723096,153.990326,102.516324,827,Other_Anterior_Cortex
170,360,1,R_p24_ROI,CentralExecutive,p24_R,Area_posterior_24_R,380_R,R,p24,Fr,Anterior_Cingulate_and_Medial_Prefrontal,380,19,86.096222,161.202423,88.541696,1403,Other_Anterior_Cortex
171,26,4,L_SFL_ROI,DMN,SFL_L,Superior_Frontal_Language_Area_L,26_L,L,SFL,Fr,Dorsolateral_Prefrontal,26,22,98.31097,142.730684,135.373291,3145,Other_Anterior_Cortex
172,67,4,L_8Av_ROI,DMN,8Av_L,Area_8Av_L,67_L,L,8Av,Fr,Dorsolateral_Prefrontal,67,22,128.190759,142.505809,124.802756,3701,Other_Anterior_Cortex
173,68,4,L_8Ad_ROI,DMN,8Ad_L,Area_8Ad_L,68_L,L,8Ad,Fr,Dorsolateral_Prefrontal,68,22,113.687799,154.661483,115.801037,2508,Other_Anterior_Cortex
174,70,4,L_8BL_ROI,DMN,8BL_L,Area_8B_Lateral_L,70_L,L,8BL,Fr,Dorsolateral_Prefrontal,70,22,101.401615,163.951564,124.369828,1982,Other_Anterior_Cortex
175,71,4,L_9p_ROI,DMN,9p_L,Area_9_Posterior_L,71_L,L,9p,Fr,Dorsolateral_Prefrontal,71,22,109.307738,173.069108,109.713526,1693,Other_Anterior_Cortex
176,73,4,L_8C_ROI,CentralExecutive,8C_L,Area_8C_L,73_L,L,8C,Fr,Dorsolateral_Prefrontal,73,22,134.157612,139.145205,109.267606,2982,Other_Anterior_Cortex
177,83,4,L_p9-46v_ROI,CentralExecutive,p9-46v_L,Area_posterior_9-46v_L,83_L,L,p9-46v,Fr,Dorsolateral_Prefrontal,83,22,138.145009,155.665913,98.46629,2655,Other_Anterior_Cortex
178,84,4,L_46_ROI,VentralSalience,46_L,Area_46_L,84_L,L,46,Fr,Dorsolateral_Prefrontal,84,22,127.033498,164.498689,105.07457,3433,Other_Anterior_Cortex
179,85,4,L_a9-46v_ROI,CentralExecutive,a9-46v_L,Area_anterior_9-46v_L,85_L,L,a9-46v,Fr,Dorsolateral_Prefrontal,85,22,131.147188,176.872535,80.33382,2738,Other_Anterior_Cortex
180,86,4,L_9-46d_ROI,VentralSalience,9-46d_L,Area_9-46d_L,86_L,L,9-46d,Fr,Dorsolateral_Prefrontal,86,22,120.191583,172.262563,93.433103,3184,Other_Anterior_Cortex
181,87,4,L_9a_ROI,DMN,9a_L,Area_9_anterior_L,87_L,L,9a,Fr,Dorsolateral_Prefrontal,87,22,112.60695,183.845628,95.711763,3511,Other_Anterior_Cortex
182,97,4,L_i6-8_ROI,CentralExecutive,i6-8_L,Inferior_6-8_Transitional_Area_L,97_L,L,i6-8,Fr,Dorsolateral_Prefrontal,97,22,119.66028,129.204864,127.283714,1357,Other_Anterior_Cortex
183,98,4,L_s6-8_ROI,CentralExecutive,s6-8_L,Superior_6-8_Transitional_Area_L,98_L,L,s6-8,Fr,Dorsolateral_Prefrontal,98,22,112.448914,151.434433,128.003218,1243,Other_Anterior_Cortex
184,206,4,R_SFL_ROI,DMN,SFL_R,Superior_Frontal_Language_Area_R,226_R,R,SFL,Fr,Dorsolateral_Prefrontal,226,22,82.702811,141.914659,137.409639,1992,Other_Anterior_Cortex
185,247,4,R_8Av_ROI,CentralExecutive,8Av_R,Area_8Av_R,267_R,R,8Av,Fr,Dorsolateral_Prefrontal,267,22,51.352616,145.949195,120.685614,3976,Other_Anterior_Cortex
186,248,4,R_8Ad_ROI,DMN,8Ad_R,Area_8Ad_R,268_R,R,8Ad,Fr,Dorsolateral_Prefrontal,268,22,67.233301,158.5722,113.623772,2036,Other_Anterior_Cortex
187,250,4,R_8BL_ROI,DMN,8BL_R,Area_8B_Lateral_R,270_R,R,8BL,Fr,Dorsolateral_Prefrontal,270,22,78.91626,168.845999,120.171207,3487,Other_Anterior_Cortex
188,251,4,R_9p_ROI,DMN,9p_R,Area_9_Posterior_R,271_R,R,9p,Fr,Dorsolateral_Prefrontal,271,22,71.348837,176.911205,105.233263,1419,Other_Anterior_Cortex
189,253,4,R_8C_ROI,CentralExecutive,8C_R,Area_8C_R,273_R,R,8C,Fr,Dorsolateral_Prefrontal,273,22,50.37308,145.14594,108.576811,2734,Other_Anterior_Cortex
190,263,4,R_p9-46v_ROI,CentralExecutive,p9-46v_R,Area_posterior_9-46v_R,283_R,R,p9-46v,Fr,Dorsolateral_Prefrontal,283,22,43.648143,159.269405,97.278164,3311,Other_Anterior_Cortex
191,264,4,R_46_ROI,VentralSalience,46_R,Area_46_R,284_R,R,46,Fr,Dorsolateral_Prefrontal,284,22,54.973373,167.290598,102.286325,3042,Other_Anterior_Cortex
192,265,4,R_a9-46v_ROI,CentralExecutive,a9-46v_R,Area_anterior_9-46v_R,285_R,R,a9-46v,Fr,Dorsolateral_Prefrontal,285,22,50.407407,178.769841,79.984127,1890,Other_Anterior_Cortex
193,266,4,R_9-46d_ROI,VentralSalience,9-46d_R,Area_9-46d_R,286_R,R,9-46d,Fr,Dorsolateral_Prefrontal,286,22,61.307805,176.773458,93.881321,3421,Other_Anterior_Cortex
194,267,4,R_9a_ROI,DMN,9a_R,Area_9_anterior_R,287_R,R,9a,Fr,Dorsolateral_Prefrontal,287,22,70.836969,188.89409,90.121777,2521,Other_Anterior_Cortex
195,277,4,R_i6-8_ROI,CentralExecutive,i6-8_R,Inferior_6-8_Transitional_Area_R,297_R,R,i6-8,Fr,Dorsolateral_Prefrontal,297,22,58.342047,134.887653,128.925473,1798,Other_Anterior_Cortex
196,278,4,R_s6-8_ROI,CentralExecutive,s6-8_R,Superior_6-8_Transitional_Area_R,298_R,R,s6-8,Fr,Dorsolateral_Prefrontal,298,22,70.548089,149.926634,130.08693,1622,Other_Anterior_Cortex
197,74,7,L_44_ROI,DMN,44_L,Area_44_L,74_L,L,44,Fr,Inferior_Frontal,74,21,144.510015,141.238315,88.001027,1947,Other_Anterior_Cortex
198,75,7,L_45_ROI,DMN,45_L,Area_45_L,75_L,L,45,Fr,Inferior_Frontal,75,21,141.73524,152.514118,73.734873,2727,Other_Anterior_Cortex
199,76,7,L_47l_ROI,DMN,47l_L,Area_47l_(47_lateral)_L,76_L,L,47l,Fr,Inferior_Frontal,76,21,136.797521,154.852273,60.41374,1936,Other_Anterior_Cortex
200,77,7,L_a47r_ROI,CentralExecutive,a47r_L,Area_anterior_47r_L,77_L,L,a47r,Fr,Inferior_Frontal,77,21,131.095281,174.396953,59.360514,3348,Other_Anterior_Cortex
201,79,7,L_IFJa_ROI,CentralExecutive,IFJa_L,Area_IFJa_L,79_L,L,IFJa,Fr,Inferior_Frontal,79,21,131.411067,137.512846,97.774704,1012,Other_Anterior_Cortex
202,80,7,L_IFJp_ROI,CentralExecutive,IFJp_L,Area_IFJp_L,80_L,L,IFJp,Fr,Inferior_Frontal,80,21,131.397321,127.672619,101.36756,672,Other_Anterior_Cortex
203,81,7,L_IFSp_ROI,DMN,IFSp_L,Area_IFSp_L,81_L,L,IFSp,Fr,Inferior_Frontal,81,21,137.874185,149.780056,91.685927,1073,Other_Anterior_Cortex
204,82,7,L_IFSa_ROI,DorsalSalience,IFSa_L,Area_IFSa_L,82_L,L,IFSa,Fr,Inferior_Frontal,82,21,137.383825,159.179718,80.8819,1558,Other_Anterior_Cortex
205,171,7,L_p47r_ROI,CentralExecutive,p47r_L,Area_posterior_47r_L,171_L,L,p47r,Fr,Inferior_Frontal,171,21,134.951128,169.179699,72.101504,1330,Other_Anterior_Cortex
206,254,7,R_44_ROI,CentralExecutive,44_R,Area_44_R,274_R,R,44,Fr,Inferior_Frontal,274,21,37.055203,145.308467,85.935472,2681,Other_Anterior_Cortex
207,255,7,R_45_ROI,DMN,45_R,Area_45_R,275_R,R,45,Fr,Inferior_Frontal,275,21,39.515005,153.265247,72.484511,2066,Other_Anterior_Cortex
208,256,7,R_47l_ROI,DMN,47l_R,Area_47l_(47_lateral)_R,276_R,R,47l,Fr,Inferior_Frontal,276,21,46.146087,158.131594,56.831304,1725,Other_Anterior_Cortex
209,257,7,R_a47r_ROI,CentralExecutive,a47r_R,Area_anterior_47r_R,277_R,R,a47r,Fr,Inferior_Frontal,277,21,52.625557,178.539747,62.249629,2692,Other_Anterior_Cortex
210,259,7,R_IFJa_ROI,CentralExecutive,IFJa_R,Area_IFJa_R,279_R,R,IFJa,Fr,Inferior_Frontal,279,21,50.829828,143.133843,95.51434,523,Other_Anterior_Cortex
211,260,7,R_IFJp_ROI,CentralExecutive,IFJp_R,Area_IFJp_R,280_R,R,IFJp,Fr,Inferior_Frontal,280,21,54.052897,133.420655,99.677582,397,Other_Anterior_Cortex
212,261,7,R_IFSp_ROI,CentralExecutive,IFSp_R,Area_IFSp_R,281_R,R,IFSp,Fr,Inferior_Frontal,281,21,44.515479,155.734341,89.435565,1389,Other_Anterior_Cortex
213,262,7,R_IFSa_ROI,DorsalSalience,IFSa_R,Area_IFSa_R,282_R,R,IFSa,Fr,Inferior_Frontal,282,21,42.045036,164.740532,73.742068,1954,Other_Anterior_Cortex
214,351,7,R_p47r_ROI,CentralExecutive,p47r_R,Area_posterior_47r_R,371_R,R,p47r,Fr,Inferior_Frontal,371,21,44.467343,172.381737,65.509195,1577,Other_Anterior_Cortex
215,66,13,L_47m_ROI,DMN,47m_L,Area_47m_L,66_L,L,47m,Fr,Orbital_and_Polar_Frontal,66,20,127.422402,156.510121,55.184885,741,Other_Anterior_Cortex
216,72,13,L_10d_ROI,DMN,10d_L,Area_10d_L,72_L,L,10d,Fr,Orbital_and_Polar_Frontal,72,20,100.894288,191.564911,78.3023,2696,Other_Anterior_Cortex
217,89,13,L_a10p_ROI,CentralExecutive,a10p_L,Area_anterior_10p_L,89_L,L,a10p,Fr,Orbital_and_Polar_Frontal,89,20,116.405009,185.963731,63.137306,1158,Other_Anterior_Cortex
218,90,13,L_10pp_ROI,DMN,10pp_L,Polar_10p_L,90_L,L,10pp,Fr,Orbital_and_Polar_Frontal,90,20,103.361926,187.352144,54.227239,1329,Other_Anterior_Cortex
219,91,13,L_11l_ROI,CentralExecutive,11l_L,Area_11l_L,91_L,L,11l,Fr,Orbital_and_Polar_Frontal,91,20,115.577956,172.905411,55.238477,2495,Other_Anterior_Cortex
220,92,13,L_13l_ROI,CentralExecutive,13l_L,Area_13l_L,92_L,L,13l,Fr,Orbital_and_Polar_Frontal,92,20,113.105234,153.630846,50.639198,1796,Other_Anterior_Cortex
221,93,13,L_OFC_ROI,CentralExecutive,OFC_L,Orbital_Frontal_Complex_L,93_L,L,OFC,Fr,Orbital_and_Polar_Frontal,93,20,101.248092,155.905125,46.772628,1834,Other_Anterior_Cortex
222,94,13,L_47s_ROI,DMN,47s_L,Area_47s_L,94_L,L,47s,Fr,Orbital_and_Polar_Frontal,94,20,123.285457,146.215144,51.115986,1664,Other_Anterior_Cortex
223,170,13,L_p10p_ROI,CentralExecutive,p10p_L,Area_posterior_10p_L,170_L,L,p10p,Fr,Orbital_and_Polar_Frontal,170,20,114.061006,189.546541,72.976101,1590,Other_Anterior_Cortex
224,246,13,R_47m_ROI,DMN,47m_R,Area_47m_R,266_R,R,47m,Fr,Orbital_and_Polar_Frontal,266,20,57.754386,157.371517,53.686275,969,Other_Anterior_Cortex
225,252,13,R_10d_ROI,DMN,10d_R,Area_10d_R,272_R,R,10d,Fr,Orbital_and_Polar_Frontal,272,20,81.086781,193.730216,74.665468,2224,Other_Anterior_Cortex
226,269,13,R_a10p_ROI,CentralExecutive,a10p_R,Area_anterior_10p_R,289_R,R,a10p,Fr,Orbital_and_Polar_Frontal,289,20,66.79639,188.730686,61.363177,1385,Other_Anterior_Cortex
227,270,13,R_10pp_ROI,CentralExecutive,10pp_R,Polar_10p_R,290_R,R,10pp,Fr,Orbital_and_Polar_Frontal,290,20,79.325648,188.469741,53.417291,1735,Other_Anterior_Cortex
228,271,13,R_11l_ROI,CentralExecutive,11l_R,Area_11l_R,291_R,R,11l,Fr,Orbital_and_Polar_Frontal,291,20,65.791587,172.746973,54.321224,3138,Other_Anterior_Cortex
229,272,13,R_13l_ROI,CentralExecutive,13l_R,Area_13l_R,292_R,R,13l,Fr,Orbital_and_Polar_Frontal,292,20,70.701739,152.646957,50.322609,1150,Other_Anterior_Cortex
230,273,13,R_OFC_ROI,CentralExecutive,OFC_R,Orbital_Frontal_Complex_R,293_R,R,OFC,Fr,Orbital_and_Polar_Frontal,293,20,83.615202,158.638955,45.933017,2105,Other_Anterior_Cortex
231,274,13,R_47s_ROI,DMN,47s_R,Area_47s_R,294_R,R,47s,Fr,Orbital_and_Polar_Frontal,294,20,60.445039,146.166964,51.135472,1683,Other_Anterior_Cortex
232,350,13,R_p10p_ROI,CentralExecutive,p10p_R,Area_posterior_10p_R,370_R,R,p10p,Fr,Orbital_and_Polar_Frontal,370,20,66.879454,187.415677,72.800475,1684,Other_Anterior_Cortex
233,116,8,L_PFt_ROI,DorsalSalience,PFt_L,Area_PFt_L,116_L,L,PFt,Par,Inferior_Parietal,116,17,146.277662,100.807933,106.926931,958,Other_Posterior_Cortex
234,143,8,L_PGp_ROI,DorsalSalience,PGp_L,Area_PGp_L,143_L,L,PGp,Occ,Inferior_Parietal,143,17,129.425332,40.278761,94.142146,1808,Other_Posterior_Cortex
235,144,8,L_IP2_ROI,CentralExecutive,IP2_L,Area_IntraParietal_2_L,144_L,L,IP2,Par,Inferior_Parietal,144,17,131.750374,77.285501,114.758595,1338,Other_Posterior_Cortex
236,145,8,L_IP1_ROI,CentralExecutive,IP1_L,Area_IntraParietal_1_L,145_L,L,IP1,Par,Inferior_Parietal,145,17,121.635182,55.480069,111.34922,1154,Other_Posterior_Cortex
237,146,8,L_IP0_ROI,DorsalSalience,IP0_L,Area_IntraParietal_0_L,146_L,L,IP0,Occ,Inferior_Parietal,146,17,122.033257,45.806193,97.033257,872,Other_Posterior_Cortex
238,147,8,L_PFop_ROI,VentralSalience,PFop_L,Area_PF_Opercular_L,147_L,L,PFop,Par,Inferior_Parietal,147,17,154.842679,102.913551,96.221963,1284,Other_Posterior_Cortex
