sortedNodeID,originalNodeID,NodeGrouping,Node ,AAc-6,regionName,regionLongName,regionIdLabel,LR,region,Lobe,cortex,regionID,Cortex_ID,x-cog,y-cog,z-cog,volmm,broad_region
239,148,8,L_PF_ROI,VentralSalience,PF_L,Area_PF_Complex_L,148_L,L,PF,Par,Inferior_Parietal,148,17,151.894297,89.867502,108.288348,4068,Other_Posterior_Cortex
240,149,8,L_PFm_ROI,CentralExecutive,PFm_L,Area_PFm_Complex_L,149_L,L,PFm,Par,Inferior_Parietal,149,17,140.702334,70.065862,118.414359,5056,Other_Posterior_Cortex
241,150,8,L_PGi_ROI,DMN,PGi_L,Area_PGi_L,150_L,L,PGi,Par,Inferior_Parietal,150,17,138.62727,61.299798,99.072355,3469,Other_Posterior_Cortex
242,151,8,L_PGs_ROI,DMN,PGs_L,Area_PGs_L,151_L,L,PGs,Par,Inferior_Parietal,151,17,131.808463,48.857461,110.436526,3143,Other_Posterior_Cortex
243,296,8,R_PFt_ROI,DorsalSalience,PFt_R,Area_PFt_R,316_R,R,PFt,Par,Inferior_Parietal,316,17,36.126206,103.276912,110.400148,1347,Other_Posterior_Cortex
244,323,8,R_PGp_ROI,DorsalSalience,PGp_R,Area_PGp_R,343_R,R,PGp,Par,Inferior_Parietal,343,17,45.491584,48.937135,98.336654,2911,Other_Posterior_Cortex
245,324,8,R_IP2_ROI,CentralExecutive,IP2_R,Area_IntraParietal_2_R,344_R,R,IP2,Par,Inferior_Parietal,344,17,49.719313,79.054936,117.186266,1165,Other_Posterior_Cortex
246,325,8,R_IP1_ROI,CentralExecutive,IP1_R,Area_IntraParietal_1_R,345_R,R,IP1,Par,Inferior_Parietal,345,17,56.10469,57.245394,114.665829,1194,Other_Posterior_Cortex
247,326,8,R_IP0_ROI,Visual,IP0_R,Area_IntraParietal_0_R,346_R,R,IP0,Par,Inferior_Parietal,346,17,56.220528,48.778455,98.620935,984,Other_Posterior_Cortex
248,327,8,R_PFop_ROI,VentralSalience,PFop_R,Area_PF_Opercular_R,347_R,R,PFop,Par,Inferior_Parietal,347,17,28.000702,105.724719,95.294944,1424,Other_Posterior_Cortex
249,328,8,R_PF_ROI,VentralSalience,PF_R,Area_PF_Complex_R,348_R,R,PF,Par,Inferior_Parietal,348,17,29.656612,96.343693,111.425046,3282,Other_Posterior_Cortex
250,329,8,R_PFm_ROI,CentralExecutive,PFm_R,Area_PFm_Complex_R,349_R,R,PFm,Par,Inferior_Parietal,349,17,38.024068,76.292314,117.520769,5152,Other_Posterior_Cortex
251,330,8,R_PGi_ROI,DMN,PGi_R,Area_PGi_R,350_R,R,PGi,Par,Inferior_Parietal,350,17,37.886767,66.21809,101.865327,2985,Other_Posterior_Cortex
252,331,8,R_PGs_ROI,CentralExecutive,PGs_R,Area_PGs_R,351_R,R,PGs,Par,Inferior_Parietal,351,17,45.735542,57.616193,114.445321,1902,Other_Posterior_Cortex
253,14,15,L_RSC_ROI,CentralExecutive,RSC_L,RetroSplenial_Complex_L,14_L,L,RSC,Par,Posterior_Cingulate,14,18,96.918149,86.60261,88.986951,843,Other_Posterior_Cortex
254,15,15,L_POS2_ROI,CentralExecutive,POS2_L,Parieto-Occipital_Sulcus_Area_2_L,15_L,L,POS2,Occ,Posterior_Cingulate,15,18,98.677433,53.233641,109.394715,2384,Other_Posterior_Cortex
255,27,15,L_PCV_ROI,DMN,PCV_L,PreCuneus_Visual_Area_L,27_L,L,PCV,Par,Posterior_Cingulate,27,18,96.358639,76.151178,120.194372,1528,Other_Posterior_Cortex
256,30,15,L_7m_ROI,DMN,7m_L,Area_7m_L,30_L,L,7m,Par,Posterior_Cingulate,30,18,95.552556,64.056289,105.57668,1741,Other_Posterior_Cortex
257,31,15,L_POS1_ROI,DMN,POS1_L,Parieto-Occipital_Sulcus_Area_1_L,31_L,L,POS1,Par,Posterior_Cingulate,31,18,101.731298,67.452417,84.880916,1965,Other_Posterior_Cortex
258,32,15,L_23d_ROI,CentralExecutive,23d_L,Area_23d_L,32_L,L,23d,Par,Posterior_Cingulate,32,18,93.867052,106.364162,109.955684,1038,Other_Posterior_Cortex
259,33,15,L_v23ab_ROI,DMN,v23ab_L,Area_ventral_23_a+b_L,33_L,L,v23ab,Par,Posterior_Cingulate,33,18,94.704348,70.024638,91.217391,690,Other_Posterior_Cortex
260,34,15,L_d23ab_ROI,DMN,d23ab_L,Area_dorsal_23_a+b_L,34_L,L,d23ab,Par,Posterior_Cingulate,34,18,93.768848,84.202983,102.524441,1207,Other_Posterior_Cortex
261,35,15,L_31pv_ROI,DMN,31pv_L,Area_31p_ventral_L,35_L,L,31pv,Par,Posterior_Cingulate,35,18,100.042751,81.552045,104.622677,538,Other_Posterior_Cortex
262,121,15,L_ProS_ROI,Visual,ProS_L,ProStriate_Area_L,121_L,L,ProS,Par,Posterior_Cingulate,121,18,112.538922,71.057884,75.091816,501,Other_Posterior_Cortex
263,142,15,L_DVT_ROI,Visual,DVT_L,Dorsal_Transitional_Visual_Area_L,142_L,L,DVT,Occ,Posterior_Cingulate,142,18,108.042324,53.086307,103.566805,1205,Other_Posterior_Cortex
264,161,15,L_31pd_ROI,DMN,31pd_L,Area_31pd_L,161_L,L,31pd,Par,Posterior_Cingulate,161,18,102.136519,73.851536,106.767918,586,Other_Posterior_Cortex
265,162,15,L_31a_ROI,DMN,31a_L,Area_31a_L,162_L,L,31a,Par,Posterior_Cingulate,162,18,95.984389,88.707989,115.960514,1089,Other_Posterior_Cortex
266,194,15,R_RSC_ROI,CentralExecutive,RSC_R,RetroSplenial_Complex_R,214_R,R,RSC,Par,Posterior_Cingulate,214,18,84.934198,92.434662,93.496756,1079,Other_Posterior_Cortex
267,195,15,R_POS2_ROI,CentralExecutive,POS2_R,Parieto-Occipital_Sulcus_Area_2_R,215_R,R,POS2,Par,Posterior_Cingulate,215,18,80.662438,56.100589,108.736747,2207,Other_Posterior_Cortex
268,207,15,R_PCV_ROI,DMN,PCV_R,PreCuneus_Visual_Area_R,227_R,R,PCV,Par,Posterior_Cingulate,227,18,84.876497,74.045369,121.958412,1587,Other_Posterior_Cortex
269,210,15,R_7m_ROI,DMN,7m_R,Area_7m_R,230_R,R,7m,Par,Posterior_Cingulate,230,18,85.454762,66.283333,105.271429,1260,Other_Posterior_Cortex
270,211,15,R_POS1_ROI,DMN,POS1_R,Parieto-Occipital_Sulcus_Area_1_R,231_R,R,POS1,Par,Posterior_Cingulate,231,18,79.376277,69.248778,87.420702,2251,Other_Posterior_Cortex
271,212,15,R_23d_ROI,CentralExecutive,23d_R,Area_23d_R,232_R,R,23d,Par,Posterior_Cingulate,232,18,86.894973,103.731598,111.127469,1114,Other_Posterior_Cortex
272,213,15,R_v23ab_ROI,DMN,v23ab_R,Area_ventral_23_a+b_R,233_R,R,v23ab,Par,Posterior_Cingulate,233,18,86.05698,74.521368,90.964387,702,Other_Posterior_Cortex
273,214,15,R_d23ab_ROI,DMN,d23ab_R,Area_dorsal_23_a+b_R,234_R,R,d23ab,Par,Posterior_Cingulate,234,18,86.84742,84.848518,104.53787,911,Other_Posterior_Cortex
274,215,15,R_31pv_ROI,DMN,31pv_R,Area_31p_ventral_R,235_R,R,31pv,Par,Posterior_Cingulate,235,18,80.754159,82.767098,105.438078,541,Other_Posterior_Cortex
275,301,15,R_ProS_ROI,Visual,ProS_R,ProStriate_Area_R,321_R,R,ProS,Par,Posterior_Cingulate,321,18,70.101423,77.854093,73.617438,562,Other_Posterior_Cortex
276,322,15,R_DVT_ROI,Visual,DVT_R,Dorsal_Transitional_Visual_Area_R,342_R,R,DVT,Par,Posterior_Cingulate,342,18,71.658746,57.291089,104.820462,1515,Other_Posterior_Cortex
277,341,15,R_31pd_ROI,DMN,31pd_R,Area_31pd_R,361_R,R,31pd,Par,Posterior_Cingulate,361,18,77.37785,74.687296,107.338762,307,Other_Posterior_Cortex
278,342,15,R_31a_ROI,CentralExecutive,31a_R,Area_31a_R,362_R,R,31a,Par,Posterior_Cingulate,362,18,83.9,85.809091,114.561039,770,Other_Posterior_Cortex
279,29,20,L_7Pm_ROI,CentralExecutive,7Pm_L,Medial_Area_7P_L,29_L,L,7Pm,Par,Superior_Parietal,29,16,95.248227,58.274232,121.498818,846,Other_Posterior_Cortex
280,42,20,L_7AL_ROI,Somatomotor,7AL_L,Lateral_Area_7A_L,42_L,L,7AL,Par,Superior_Parietal,42,16,112.239867,73.178073,137.489037,1505,Other_Posterior_Cortex
281,45,20,L_7Am_ROI,DorsalSalience,7Am_L,Medial_Area_7A_L,45_L,L,7Am,Par,Superior_Parietal,45,16,97.517305,65.146285,132.871251,2167,Other_Posterior_Cortex
282,46,20,L_7PL_ROI,DorsalSalience,7Pl_L,Lateral_Area_7P_L,46_L,L,7Pl,Par,Superior_Parietal,46,16,105.278114,51.702539,127.938331,827,Other_Posterior_Cortex
283,47,20,L_7PC_ROI,Somatomotor,7PC_L,Area_7PC_L,47_L,L,7PC,Par,Superior_Parietal,47,16,128.238394,78.294856,131.844417,2391,Other_Posterior_Cortex
284,48,20,L_LIPv_ROI,Visual,LIPv_L,Area_Lateral_IntraParietal_ventral_L,48_L,L,LIPv,Par,Superior_Parietal,48,16,121.655546,69.556357,124.250676,1109,Other_Posterior_Cortex
285,49,20,L_VIP_ROI,Visual,VIP_L,Ventral_IntraParietal_Complex_L,49_L,L,VIP,Par,Superior_Parietal,49,16,114.787443,60.903859,134.815566,1529,Other_Posterior_Cortex
286,50,20,L_MIP_ROI,DorsalSalience,MIP_L,Medial_IntraParietal_Area_L,50_L,L,MIP,Par,Superior_Parietal,50,16,115.970641,58.793594,119.152135,1124,Other_Posterior_Cortex
287,95,20,L_LIPd_ROI,DorsalSalience,LIPd_L,Area_Lateral_IntraParietal_dorsal_L,95_L,L,LIPd,Par,Superior_Parietal,95,16,120.72028,70.784965,112.674825,572,Other_Posterior_Cortex
288,117,20,L_AIP_ROI,DorsalSalience,AIP_L,Anterior_IntraParietal_Area_L,117_L,L,AIP,Par,Superior_Parietal,117,16,130.372549,87.01364,112.687127,1173,Other_Posterior_Cortex
289,209,20,R_7Pm_ROI,CentralExecutive,7Pm_R,Medial_Area_7P_R,229_R,R,7Pm,Par,Superior_Parietal,229,16,84.893683,59.192604,121.912173,649,Other_Posterior_Cortex
290,222,20,R_7AL_ROI,Somatomotor,7AL_R,Lateral_Area_7A_R,242_R,R,7AL,Par,Superior_Parietal,242,16,66.808871,72.715323,139.629032,1240,Other_Posterior_Cortex
291,225,20,R_7Am_ROI,DorsalSalience,7Am_R,Medial_Area_7A_R,245_R,R,7Am,Par,Superior_Parietal,245,16,81.616644,64.449523,132.899045,1466,Other_Posterior_Cortex
292,226,20,R_7PL_ROI,DorsalSalience,7Pl_R,Lateral_Area_7P_R,246_R,R,7Pl,Par,Superior_Parietal,246,16,78.082592,52.547649,129.927573,787,Other_Posterior_Cortex
293,227,20,R_7PC_ROI,Somatomotor,7PC_R,Area_7PC_R,247_R,R,7PC,Par,Superior_Parietal,247,16,54.30504,78.639699,133.54244,2262,Other_Posterior_Cortex
294,228,20,R_LIPv_ROI,Visual,LIPv_R,Area_Lateral_IntraParietal_ventral_R,248_R,R,LIPv,Par,Superior_Parietal,248,16,62.004614,69.61707,125.258362,867,Other_Posterior_Cortex
295,229,20,R_VIP_ROI,Visual,VIP_R,Ventral_IntraParietal_Complex_R,249_R,R,VIP,Par,Superior_Parietal,249,16,68.916533,63.23114,135.88924600000000,623,Other_Posterior_Cortex
296,230,20,R_MIP_ROI,DorsalSalience,MIP_R,Medial_IntraParietal_Area_R,250_R,R,MIP,Par,Superior_Parietal,250,16,63.267232,58.20226,123.986441,1770,Other_Posterior_Cortex
297,275,20,R_LIPd_ROI,DorsalSalience,LIPd_R,Area_Lateral_IntraParietal_dorsal_R,295_R,R,LIPd,Par,Superior_Parietal,295,16,60.154362,70.736018,115.630872,447,Other_Posterior_Cortex
298,297,20,R_AIP_ROI,DorsalSalience,AIP_R,Anterior_IntraParietal_Area_R,317_R,R,AIP,Par,Superior_Parietal,317,16,53.147097,85.464516,115.539355,1550,Other_Posterior_Cortex
299,25,21,L_PSL_ROI,DMN,PSL_L,PeriSylvian_Language_Area_L,25_L,L,PSL,Par,Temporo-Parieto-Occipital_Junction,25,15,150.183112,78.426117,97.249877,2037,Other_Posterior_Cortex
300,28,21,L_STV_ROI,DMN,STV_L,Superior_Temporal_Visual_Area_L,28_L,L,STV,Par,Temporo-Parieto-Occipital_Junction,28,15,152.198435,74.187814,89.932923,1789,Other_Posterior_Cortex
301,139,21,L_TPOJ1_ROI,DMN,TPOJ1_L,Area_TemporoParietoOccipital_Junction_1_L,139_L,L,TPOJ1,Temp,Temporo-Parieto-Occipital_Junction,139,15,144.16796,79.669019,81.137615,1417,Other_Posterior_Cortex
302,140,21,L_TPOJ2_ROI,VentralSalience,TPOJ2_L,Area_TemporoParietoOccipital_Junction_2_L,140_L,L,TPOJ2,Par,Temporo-Parieto-Occipital_Junction,140,15,143.28,62.095686,87.299608,1275,Other_Posterior_Cortex
303,141,21,L_TPOJ3_ROI,Visual,TPOJ3_L,Area_TemporoParietoOccipital_Junction_3_L,141_L,L,TPOJ3,Occ,Temporo-Parieto-Occipital_Junction,141,15,133.675835,54.257367,91.510806,509,Other_Posterior_Cortex
304,205,21,R_PSL_ROI,VentralSalience,PSL_R,PeriSylvian_Language_Area_R,225_R,R,PSL,Par,Temporo-Parieto-Occipital_Junction,225,15,25.980366,89.316377,98.788934,2241,Other_Posterior_Cortex
305,208,21,R_STV_ROI,VentralSalience,STV_R,Superior_Temporal_Visual_Area_R,228_R,R,STV,Par,Temporo-Parieto-Occipital_Junction,228,15,30.525124,81.598012,91.518498,1811,Other_Posterior_Cortex
306,319,21,R_TPOJ1_ROI,DMN,TPOJ1_R,Area_TemporoParietoOccipital_Junction_1_R,339_R,R,TPOJ1,Temp,Temporo-Parieto-Occipital_Junction,339,15,36.339798,82.305051,82.842828,2475,Other_Posterior_Cortex
307,320,21,R_TPOJ2_ROI,VentralSalience,TPOJ2_R,Area_TemporoParietoOccipital_Junction_2_R,340_R,R,TPOJ2,Par,Temporo-Parieto-Occipital_Junction,340,15,34.431659,69.409508,81.67477,1851,Other_Posterior_Cortex
308,321,21,R_TPOJ3_ROI,Visual,TPOJ3_R,Area_TemporoParietoOccipital_Junction_3_R,341_R,R,TPOJ3,Par,Temporo-Parieto-Occipital_Junction,341,15,44.569097,65.107726,91.621328,919,Other_Posterior_Cortex
309,36,14,L_5m_ROI,Somatomotor,5m_L,Area_5m_L,36_L,L,5m,Par,Paracentral_Lobular_and_Mid_Cingulate,36,7,96.894004,83.917559,134.828694,934,Sensorimotor
310,37,14,L_5mv_ROI,VentralSalience,5mv_L,Area_5m_ventral_L,37_L,L,5mv,Par,Paracentral_Lobular_and_Mid_Cingulate,37,7,104.643979,88.134031,121.951832,955,Sensorimotor
311,38,14,L_23c_ROI,VentralSalience,23c_L,Area_23c_L,38_L,L,23c,Par,Paracentral_Lobular_and_Mid_Cingulate,38,7,102.515493,96.142723,113.688263,1065,Sensorimotor
312,39,14,L_5L_ROI,Somatomotor,5L_L,Area_5L_L,39_L,L,5L,Par,Paracentral_Lobular_and_Mid_Cingulate,39,7,105.121097,76.89642,144.418888,1313,Sensorimotor
313,40,14,L_24dd_ROI,Somatomotor,24dd_L,Dorsal_Area_24d_L,40_L,L,24dd,Fr,Paracentral_Lobular_and_Mid_Cingulate,40,7,96.658505,110.468299,121.55749900000000,2287,Sensorimotor
314,41,14,L_24dv_ROI,Somatomotor,24dv_L,Ventral_Area_24d_L,41_L,L,24dv,Fr,Paracentral_Lobular_and_Mid_Cingulate,41,7,100.068306,126.534153,115.301913,732,Sensorimotor
315,43,14,L_SCEF_ROI,VentralSalience,SCEF_L,Supplementary_and_Cingulate_Eye_Field_L,43_L,L,SCEF,Fr,Paracentral_Lobular_and_Mid_Cingulate,43,7,96.643496,131.532274,128.125124,3021,Sensorimotor
316,44,14,L_6ma_ROI,VentralSalience,6ma_L,Area_6m_anterior_L,44_L,L,6ma,Fr,Paracentral_Lobular_and_Mid_Cingulate,44,7,110.592627,130.136617,139.421933,3228,Sensorimotor
317,55,14,L_6mp_ROI,Somatomotor,6mp_L,Area_6mp_L,55_L,L,6mp,Fr,Paracentral_Lobular_and_Mid_Cingulate,55,7,100.026417,110.678674,141.063401,2082,Sensorimotor
318,216,14,R_5m_ROI,Somatomotor,5m_R,Area_5m_R,236_R,R,5m,Par,Paracentral_Lobular_and_Mid_Cingulate,236,7,85.168053,86.77371,136.587354,1202,Sensorimotor
319,217,14,R_5mv_ROI,VentralSalience,5mv_R,Area_5m_ventral_R,237_R,R,5mv,Par,Paracentral_Lobular_and_Mid_Cingulate,237,7,79.398401,84.221852,127.565623,1501,Sensorimotor
320,218,14,R_23c_ROI,VentralSalience,23c_R,Area_23c_R,238_R,R,23c,Par,Paracentral_Lobular_and_Mid_Cingulate,238,7,80.814159,89.430678,115.231268,1695,Sensorimotor
321,219,14,R_5L_ROI,Somatomotor,5L_R,Area_5L_R,239_R,R,5L,Par,Paracentral_Lobular_and_Mid_Cingulate,239,7,77.196914,77.524614,145.837619,1361,Sensorimotor
322,220,14,R_24dd_ROI,Somatomotor,24dd_R,Dorsal_Area_24d_R,240_R,R,24dd,Fr,Paracentral_Lobular_and_Mid_Cingulate,240,7,84.408074,109.82229,124.363317,2279,Sensorimotor
323,221,14,R_24dv_ROI,Somatomotor,24dv_R,Ventral_Area_24d_R,241_R,R,24dv,Fr,Paracentral_Lobular_and_Mid_Cingulate,241,7,82.241719,124.339302,118.569382,1117,Sensorimotor
324,223,14,R_SCEF_ROI,VentralSalience,SCEF_R,Supplementary_and_Cingulate_Eye_Field_R,243_R,R,SCEF,Fr,Paracentral_Lobular_and_Mid_Cingulate,243,7,84.455241,131.183536,131.043635,2223,Sensorimotor
325,224,14,R_6ma_ROI,VentralSalience,6ma_R,Area_6m_anterior_R,244_R,R,6ma,Fr,Paracentral_Lobular_and_Mid_Cingulate,244,7,69.698918,131.674072,137.728442,3421,Sensorimotor
326,235,14,R_6mp_ROI,Somatomotor,6mp_R,Area_6mp_R,255_R,R,6mp,Fr,Paracentral_Lobular_and_Mid_Cingulate,255,7,75.523118,112.953763,140.165054,1860,Sensorimotor
327,99,16,L_43_ROI,VentralSalience,43_L,Area_43_L,99_L,L,43,Fr,Posterior_Opercular,99,9,147.447146,125.598309,80.808668,946,Sensorimotor
328,100,16,L_OP4_ROI,Somatomotor,OP4_L,Area_OP4-PV_L,100_L,L,OP4,Par,Posterior_Opercular,100,9,151.038095,113.658333,86.099405,1680,Sensorimotor
329,101,16,L_OP1_ROI,Somatomotor,OP1_L,Area_OP1-SII_L,101_L,L,OP1,Par,Posterior_Opercular,101,9,138.126662,103.983905,90.311407,1429,Sensorimotor
330,102,16,L_OP2-3_ROI,Somatomotor,OP2-3_L,Area_OP2-3-VS_L,102_L,L,OP2-3,Par,Posterior_Opercular,102,9,131.5,109.658263,89.165266,714,Sensorimotor
331,113,16,L_FOP1_ROI,VentralSalience,FOP1_L,Frontal_Opercular_Area_1_L,113_L,L,FOP1,Fr,Posterior_Opercular,113,9,140.305709,128.198895,75.653775,543,Sensorimotor
332,279,16,R_43_ROI,VentralSalience,43_R,Area_43_R,299_R,R,43,Fr,Posterior_Opercular,299,9,34.231572,127.220516,81.591523,1628,Sensorimotor
333,280,16,R_OP4_ROI,Somatomotor,OP4_R,Area_OP4-PV_R,300_R,R,OP4,Par,Posterior_Opercular,300,9,31.065974,115.43372,85.110568,1637,Sensorimotor
334,281,16,R_OP1_ROI,Somatomotor,OP1_R,Area_OP1-SII_R,301_R,R,OP1,Par,Posterior_Opercular,301,9,45.814286,107.14898,89.419388,980,Sensorimotor
335,282,16,R_OP2-3_ROI,Somatomotor,OP2-3_R,Area_OP2-3-VS_R,302_R,R,OP2-3,Par,Posterior_Opercular,302,9,51.053528,111.892944,90.335766,411,Sensorimotor
336,293,16,R_FOP1_ROI,VentralSalience,FOP1_R,Frontal_Opercular_Area_1_R,313_R,R,FOP1,Fr,Posterior_Opercular,313,9,43.638509,131.004969,75.765217,805,Sensorimotor
337,10,17,L_FEF_ROI,VentralSalience,FEF_L,Frontal_Eye_Fields_L,10_L,L,FEF,Fr,Premotor,10,8,132.579336,118.837638,121.922509,813,Sensorimotor
338,11,17,L_PEF_ROI,DorsalSalience,PEF_L,Premotor_Eye_Field_L,11_L,L,PEF,Fr,Premotor,11,8,136.772664,125.582985,112.956764,717,Sensorimotor
339,12,17,L_55b_ROI,DMN,55b_L,Area_55b_L,12_L,L,55b,Fr,Premotor,12,8,138.865752,124.683174,122.399165,1676,Sensorimotor
340,54,17,L_6d_ROI,Somatomotor,6d_L,Dorsal_area_6_L,54_L,L,6d,Fr,Premotor,54,8,124.128205,111.937022,138.11426,2223,Sensorimotor
341,56,17,L_6v_ROI,Somatomotor,6v_L,Ventral_Area_6_L,56_L,L,6v,Fr,Premotor,56,8,149.799006,129.681108,103.925426,1408,Sensorimotor
342,78,17,L_6r_ROI,DorsalSalience,6r_L,Rostral_Area_6_L,78_L,L,6r,Fr,Premotor,78,8,143.753559,132.158363,88.451957,2248,Sensorimotor
343,96,17,L_6a_ROI,DorsalSalience,6a_L,Area_6_anterior_L,96_L,L,6a,Fr,Premotor,96,8,115.421955,121.769876,126.648432,2742,Sensorimotor
344,190,17,R_FEF_ROI,VentralSalience,FEF_R,Frontal_Eye_Fields_R,210_R,R,FEF,Fr,Premotor,210,8,46.370874,123.157282,123.201942,1030,Sensorimotor
345,191,17,R_PEF_ROI,DorsalSalience,PEF_R,Premotor_Eye_Field_R,211_R,R,PEF,Fr,Premotor,211,8,45.069136,127.783951,109.748148,810,Sensorimotor
346,192,17,R_55b_ROI,VentralSalience,55b_R,Area_55b_R,212_R,R,55b,Fr,Premotor,212,8,41.45439,127.938619,119.895993,1173,Sensorimotor
347,234,17,R_6d_ROI,Somatomotor,6d_R,Dorsal_area_6_R,254_R,R,6d,Fr,Premotor,254,8,53.27913,114.122216,136.10668,1931,Sensorimotor
348,236,17,R_6v_ROI,Somatomotor,6v_R,Ventral_Area_6_R,256_R,R,6v,Fr,Premotor,256,8,32.423866,132.818138,103.072554,2095,Sensorimotor
349,258,17,R_6r_ROI,DorsalSalience,6r_R,Rostral_Area_6_R,278_R,R,6r,Fr,Premotor,278,8,39.694803,135.156311,86.720594,2559,Sensorimotor
350,276,17,R_6a_ROI,DorsalSalience,6a_R,Area_6_anterior_R,296_R,R,6a,Fr,Premotor,296,8,64.183119,124.292844,124.65945,2725,Sensorimotor
351,8,19,L_4_ROI,Somatomotor,4_L,Primary_Motor_Cortex_L,8_L,L,4,Fr,Somatosensory_and_Motor,8,6,119.338359,105.485002,126.65561,6301,Sensorimotor
352,9,19,L_3b_ROI,Somatomotor,3b_L,Primary_Sensory_Cortex_L,9_L,L,3b,Par,Somatosensory_and_Motor,9,6,129.664059,103.257279,123.682747,2301,Sensorimotor
353,51,19,L_1_ROI,Somatomotor,1_L,Area_1_L,51_L,L,1,Par,Somatosensory_and_Motor,51,6,138.150337,99.962157,127.34085,3858,Sensorimotor
354,52,19,L_2_ROI,Somatomotor,2_L,Area_2_L,52_L,L,2,Par,Somatosensory_and_Motor,52,6,129.508165,92.68818,123.900078,2572,Sensorimotor
355,53,19,L_3a_ROI,Somatomotor,3a_L,Area_3a_L,53_L,L,3a,Fr,Somatosensory_and_Motor,53,6,125.373109,105,114.733613,1190,Sensorimotor
356,188,19,R_4_ROI,Somatomotor,4_R,Primary_Motor_Cortex_R,208_R,R,4,Fr,Somatosensory_and_Motor,208,6,60.980681,108.738321,126.822972,5694,Sensorimotor
357,189,19,R_3b_ROI,Somatomotor,3b_R,Primary_Sensory_Cortex_R,209_R,R,3b,Fr,Somatosensory_and_Motor,209,6,52.032115,105.85919,122.884387,2024,Sensorimotor
358,231,19,R_1_ROI,Somatomotor,1_R,Area_1_R,251_R,R,1,Par,Somatosensory_and_Motor,251,6,41.860496,104.311709,125.768987,3792,Sensorimotor
359,232,19,R_2_ROI,Somatomotor,2_R,Area_2_R,252_R,R,2,Par,Somatosensory_and_Motor,252,6,52.428189,95.303667,122.502292,2618,Sensorimotor
360,233,19,R_3a_ROI,Somatomotor,3a_R,Area_3a_R,253_R,R,3a,Fr,Somatosensory_and_Motor,253,6,58.537415,105.608844,118.408163,1176,Sensorimotor